runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of classifying conflicts,runtime of building MDDs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.013,11,22,1196,4286,394,394,387,390,3,1,1,1,8,0,0,0,0,0,0,0,0,0.008,0.008,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-13.agents
0.04,28,56,3716,13492,438,438,434,436,24,11,3,0,14,0,0,0,0,0,0.001,0.006,0.006,0.027,0.028,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-14.agents
0.019,7,15,1214,4900,437,437,434,436,8,3,1,0,3,0,0,0,0,0,0.001,0.002,0.002,0.01,0.01,0.006,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-15.agents
0.01,5,11,804,3099,367,367,365,366,4,3,0,1,1,0,0,0,0,0,0,0,0,0.005,0.005,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-16.agents
1.873,1283,2564,317112,748716,445,445,424,429,426,221,37,12,1013,0,0,0,0.001,0.002,0.019,0.271,0.232,1.554,1.579,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-17.agents
0.037,8,16,8107,12149,470,470,457,458,7,6,0,0,2,0,0,0,0,0,0,0.004,0.003,0.026,0.026,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-18.agents
0.01,6,12,834,3102,375,375,370,372,6,3,0,0,3,0,0,0,0,0,0.001,0.001,0.001,0.004,0.005,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-19.agents
0.016,7,14,1618,5806,397,397,395,396,8,3,0,0,4,0,0,0,0,0,0,0.002,0.002,0.008,0.008,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-20.agents
0.023,13,24,2327,7127,405,405,403,404,14,9,1,0,3,0,0,0,0,0,0,0.005,0.005,0.013,0.013,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-21.agents
0.069,37,74,5454,18799,458,458,455,456,48,23,1,0,13,0,0,0,0,0,0.002,0.008,0.006,0.051,0.054,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-22.agents
0.064,21,37,14330,22298,387,387,381,383,14,16,1,0,4,0,0,0,0,0,0.001,0.007,0.006,0.052,0.053,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-23.agents
0.032,13,27,2369,8743,394,394,391,393,21,5,3,4,1,0,0,0,0,0,0.002,0.002,0.002,0.019,0.021,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-24.agents
0.085,56,102,10776,27747,420,420,414,416,48,29,18,0,9,0,0,0,0,0,0.001,0.008,0.007,0.071,0.072,0.006,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-25.agents
0.054,34,69,6307,17214,415,415,407,410,20,3,0,4,27,0,0,0,0,0,0.001,0.008,0.008,0.04,0.041,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-26.agents
0.011,1,3,725,2835,362,362,362,362,7,1,0,0,0,0,0,0,0,0,0,0.001,0.001,0.004,0.004,0.011,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-27.agents
0.044,30,59,2809,9957,391,391,387,388,14,16,2,0,12,0,0,0,0,0,0,0.006,0.005,0.03,0.03,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-28.agents
0.019,8,15,1301,4490,446,446,444,446,7,4,2,1,1,0,0,0,0,0,0,0.003,0.002,0.01,0.011,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-29.agents
0.041,18,37,2735,10241,463,463,460,461,17,7,2,4,5,0,0,0,0,0,0,0.008,0.006,0.025,0.025,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-30.agents
0.021,12,24,1939,6289,378,378,373,375,11,8,0,0,4,0,0,0,0,0,0,0.005,0.004,0.01,0.01,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-31.agents
0.017,10,21,1446,5330,394,394,390,393,10,5,1,0,4,0,0,0,0,0,0.001,0.003,0.003,0.008,0.009,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-32.agents
0.015,4,9,911,3734,453,453,452,453,3,2,0,0,2,0,0,0,0,0,0.001,0.001,0.001,0.006,0.006,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-33.agents
0.015,6,13,973,3658,357,357,353,355,9,3,1,0,2,0,0,0,0,0,0,0.003,0.003,0.007,0.007,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-34.agents
0.018,11,22,1329,5119,444,444,436,440,7,6,0,0,5,0,0,0,0,0,0,0.006,0.006,0.007,0.007,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-35.agents
0.013,4,9,723,2960,365,365,360,363,7,3,0,0,1,0,0,0,0,0,0,0.001,0.001,0.005,0.005,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-36.agents
0.011,4,9,1011,3859,398,398,397,397,6,3,0,0,1,0,0,0,0,0,0.001,0.002,0.002,0.003,0.004,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-37.agents
0.22,175,332,17572,53976,455,455,449,450,43,108,7,2,58,0,0,0,0,0.001,0.001,0.056,0.044,0.152,0.153,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-38.agents
0.034,22,44,4018,12250,392,392,386,387,14,3,1,1,17,0,0,0,0,0,0.001,0.009,0.008,0.02,0.021,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-39.agents
0.013,5,10,1227,4205,379,379,373,374,5,1,0,0,4,0,0,0,0,0,0,0.002,0.002,0.005,0.005,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-40.agents
0.022,14,29,1867,6400,394,394,388,390,6,8,1,0,5,0,0,0,0,0,0.002,0.003,0.003,0.012,0.014,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-41.agents
0.013,3,7,799,3353,365,365,365,365,9,2,0,0,1,0,0,0,0,0,0,0.002,0.002,0.005,0.005,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-42.agents
0.026,13,26,1918,6932,415,415,413,414,10,6,1,0,6,0,0,0,0,0,0,0.003,0.003,0.017,0.017,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-43.agents
0.021,7,15,2378,8123,454,454,450,451,12,1,0,0,6,0,0,0,0,0,0,0.001,0.001,0.014,0.014,0.006,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-44.agents
0.745,282,521,145214,261074,440,440,435,437,48,171,2,0,109,0,0,0,0.002,0,0.006,0.146,0.127,0.584,0.59,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-45.agents
0.008,2,4,663,2750,418,418,417,418,6,2,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-46.agents
1.121,880,1759,160476,384300,360,360,340,345,185,48,104,0,728,0,0,0,0,0,0.011,0.185,0.17,0.904,0.921,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-47.agents
0.018,5,11,1021,4188,504,504,501,503,6,1,1,0,3,0,0,0,0,0,0,0.002,0.002,0.007,0.007,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-48.agents
0.02,6,13,1015,4002,393,393,391,392,9,4,0,0,2,0,0,0,0,0,0.001,0.003,0.003,0.009,0.011,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-49.agents
0.018,10,18,1547,5900,446,446,440,442,12,1,3,0,6,0,0,0,0,0,0.001,0.003,0.003,0.01,0.01,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-0.agents
0.063,50,98,7246,24322,354,354,350,351,36,26,4,0,20,0,0,0,0,0,0,0.016,0.011,0.042,0.042,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-1.agents
0.012,6,13,1024,4081,382,382,378,380,10,1,1,0,4,0,0,0,0,0,0,0,0,0.007,0.007,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-2.agents
0.021,11,22,2627,8530,392,392,386,387,11,1,0,1,9,0,0,0,0,0,0.001,0.002,0.002,0.013,0.013,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-3.agents
0.013,5,10,937,3871,433,433,433,433,6,4,0,0,1,0,0,0,0,0,0,0.002,0.002,0.006,0.006,0.006,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-4.agents
0.011,4,8,796,3151,373,373,371,371,8,2,1,0,1,0,0,0,0,0,0,0.001,0.001,0.004,0.004,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-5.agents
0.01,4,8,879,3620,391,391,388,391,9,2,2,0,0,0,0,0,0,0,0,0.002,0.001,0.004,0.004,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-6.agents
0.064,62,116,6414,20130,372,372,365,367,44,42,3,0,17,0,0,0,0,0,0.001,0.008,0.007,0.051,0.052,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-7.agents
0.016,6,12,960,3715,387,387,384,385,6,1,1,0,4,0,0,0,0,0,0,0.001,0.001,0.007,0.007,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-8.agents
0.012,5,11,1033,4018,422,422,418,421,9,2,2,0,1,0,0,0,0,0,0,0.001,0,0.006,0.006,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-9.agents
0.073,71,142,6561,21278,406,406,394,399,45,42,8,0,21,0,0,0,0.001,0,0.001,0.015,0.011,0.052,0.053,0.006,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-10.agents
0.252,119,225,67651,120102,399,399,385,387,43,13,8,0,98,0,0,0,0,0,0.002,0.039,0.036,0.203,0.205,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-11.agents
0.011,6,12,1118,3952,356,356,352,353,4,1,0,0,5,0,0,0,0,0,0,0,0,0.006,0.006,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-12.agents
0.018,11,22,1196,4286,394,394,387,390,3,1,1,1,8,0,0,0,0,0,0,0.002,0.002,0.009,0.009,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-13.agents
0.037,28,56,3716,13492,438,438,434,436,24,11,3,0,14,0,0,0,0,0,0.002,0.002,0.001,0.028,0.03,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-14.agents
0.017,7,15,1214,4900,437,437,434,436,8,3,1,0,3,0,0,0,0,0,0,0.003,0.002,0.008,0.008,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-15.agents
0.008,5,11,804,3099,367,367,365,366,4,3,0,1,1,0,0,0,0,0,0,0,0,0.004,0.004,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-16.agents
1.845,1283,2564,317112,748716,445,445,424,429,426,221,37,12,1013,0,0,0,0.002,0.003,0.02,0.255,0.222,1.543,1.568,0.006,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-17.agents
0.035,8,16,8107,12149,470,470,457,458,7,6,0,0,2,0,0,0,0,0,0,0.005,0.005,0.024,0.024,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-18.agents
0.011,6,12,834,3102,375,375,370,372,6,3,0,0,3,0,0,0,0,0,0,0.001,0.001,0.006,0.006,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-19.agents
0.016,7,14,1618,5806,397,397,395,396,8,3,0,0,4,0,0,0,0,0,0,0.002,0.002,0.008,0.008,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-20.agents
0.022,13,24,2327,7127,405,405,403,404,14,9,1,0,3,0,0,0,0,0,0,0.003,0.002,0.014,0.014,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-21.agents
0.067,37,74,5454,18799,458,458,455,456,48,23,1,0,13,0,0,0,0,0,0,0.008,0.007,0.05,0.052,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-22.agents
0.071,21,37,14330,22298,387,387,381,383,14,16,1,0,4,0,0,0,0,0,0,0.01,0.007,0.055,0.055,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-23.agents
0.027,13,27,2369,8743,394,394,391,393,21,5,3,4,1,0,0,0,0,0,0,0.005,0.004,0.017,0.017,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-24.agents
0.076,56,102,10776,27747,420,420,414,416,48,29,18,0,9,0,0,0,0,0,0.001,0.006,0.006,0.063,0.064,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-25.agents
0.052,34,69,6307,17214,415,415,407,410,20,3,0,4,27,0,0,0,0,0,0.001,0.008,0.005,0.038,0.039,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-26.agents
0.01,1,3,725,2835,362,362,362,362,7,1,0,0,0,0,0,0,0,0,0,0.001,0.001,0.004,0.004,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-27.agents
0.033,30,59,2809,9957,391,391,387,388,14,16,2,0,12,0,0,0,0,0,0.001,0.005,0.005,0.022,0.023,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-28.agents
0.015,8,15,1301,4490,446,446,444,446,7,4,2,1,1,0,0,0,0,0,0,0.002,0.002,0.008,0.008,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-29.agents
0.042,18,37,2735,10241,463,463,460,461,17,7,2,4,5,0,0,0,0,0,0,0.012,0.009,0.021,0.021,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-30.agents
0.024,12,24,1939,6289,378,378,373,375,11,8,0,0,4,0,0,0,0,0,0,0.008,0.007,0.011,0.011,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-31.agents
0.02,10,21,1446,5330,394,394,390,393,10,5,1,0,4,0,0,0,0,0,0.001,0.002,0.002,0.011,0.012,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-32.agents
0.011,4,9,911,3734,453,453,452,453,3,2,0,0,2,0,0,0,0,0,0,0,0,0.005,0.005,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-33.agents
0.011,6,13,973,3658,357,357,353,355,9,3,1,0,2,0,0,0,0,0,0,0.001,0.001,0.006,0.006,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-34.agents
0.018,11,22,1329,5119,444,444,436,440,7,6,0,0,5,0,0,0,0,0,0,0.002,0.002,0.011,0.011,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-35.agents
0.01,4,9,723,2960,365,365,360,363,7,3,0,0,1,0,0,0,0,0,0,0.001,0.001,0.004,0.004,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-36.agents
0.016,4,9,1011,3859,398,398,397,397,6,3,0,0,1,0,0,0,0,0,0,0.003,0.003,0.005,0.005,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-37.agents
0.211,175,332,17572,53976,455,455,449,450,43,108,7,2,58,0,0,0,0,0,0,0.05,0.038,0.153,0.153,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-38.agents
0.035,22,44,4018,12250,392,392,386,387,14,3,1,1,17,0,0,0,0,0,0.001,0.008,0.006,0.022,0.023,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-39.agents
0.011,5,10,1227,4205,379,379,373,374,5,1,0,0,4,0,0,0,0,0,0.001,0,0,0.005,0.006,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-40.agents
0.02,14,29,1867,6400,394,394,388,390,6,8,1,0,5,0,0,0,0,0,0,0.002,0.002,0.013,0.013,0.006,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-41.agents
0.01,3,7,799,3353,365,365,365,365,9,2,0,0,1,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-42.agents
0.023,13,26,1918,6932,415,415,413,414,10,6,1,0,6,0,0,0,0,0,0,0.003,0.003,0.014,0.014,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-43.agents
0.02,7,15,2378,8123,454,454,450,451,12,1,0,0,6,0,0,0,0,0,0,0.002,0.002,0.013,0.013,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-44.agents
0.675,282,521,145214,261074,440,440,435,437,48,171,2,0,109,0,0,0,0.001,0,0.005,0.126,0.115,0.532,0.538,0.007,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-45.agents
0.013,2,4,663,2750,418,418,417,418,6,2,0,0,0,0,0,0,0,0,0,0.001,0.001,0.003,0.004,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-46.agents
1.017,880,1759,160476,384300,360,360,340,345,185,48,104,0,728,0,0,0,0,0,0.016,0.177,0.155,0.809,0.828,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-47.agents
0.019,5,11,1021,4188,504,504,501,503,6,1,1,0,3,0,0,0,0,0,0,0.004,0.004,0.006,0.006,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-48.agents
0.019,6,13,1015,4002,393,393,391,392,9,4,0,0,2,0,0,0,0,0,0,0.003,0.003,0.01,0.01,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-30agents-49.agents
