runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of classifying conflicts,runtime of building MDDs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.091,49,98,8553,28651,572,572,565,566,41,8,6,0,35,0,0,0,0,0,0,0.013,0.012,0.066,0.066,0.012,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-4.agents
0.03,9,18,1634,6511,523,523,522,522,15,7,0,0,2,0,0,0,0,0,0,0.005,0.004,0.015,0.015,0.012,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-5.agents
0.022,5,11,1463,5389,534,534,532,534,11,2,1,0,2,0,0,0,0,0,0,0.002,0.002,0.01,0.01,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-6.agents
0.04,19,35,5724,12307,543,543,540,540,10,12,1,0,6,0,0,0,0,0,0,0.009,0.009,0.021,0.022,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-7.agents
5.662,3494,6514,690962,1714138,610,610,596,599,1805,2278,213,165,838,0,0,0,0,0.001,0.066,1.293,1.005,4.256,4.328,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-8.agents
0.162,112,225,19200,56521,534,534,527,528,81,21,2,0,89,0,0,0,0,0,0.003,0.025,0.022,0.125,0.129,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-9.agents
0.155,115,213,12699,42801,536,536,526,532,105,95,5,0,15,0,0,0,0,0,0.001,0.028,0.024,0.118,0.12,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-10.agents
0.079,43,80,7093,21130,557,557,552,553,39,29,0,0,14,0,0,0,0.001,0,0.001,0.016,0.013,0.053,0.054,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-11.agents
0.093,69,131,10640,26253,451,451,439,444,75,55,4,0,10,0,0,0,0,0,0,0.01,0.009,0.076,0.076,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-12.agents
0.741,372,740,142005,300915,531,531,506,509,104,30,5,0,337,0,0,0,0,0,0,0.157,0.156,0.575,0.575,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-13.agents
0.029,10,20,2147,8503,612,612,610,612,17,7,2,0,1,0,0,0,0,0,0,0.002,0.002,0.018,0.018,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-14.agents
0.903,728,1316,90821,260138,543,543,536,539,340,501,64,20,143,0,0,0,0,0,0.009,0.161,0.136,0.722,0.732,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-15.agents
15.711,9553,19081,3039185,6714456,504,504,482,486,2159,556,50,28,8919,0,0,0,0.008,0.002,0.176,2.905,2.718,12.486,12.686,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-16.agents
0.114,72,145,9203,30092,500,500,490,493,68,19,2,4,47,0,0,0,0,0,0,0.025,0.011,0.079,0.079,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-17.agents
1.291,1166,2321,129568,440174,499,499,486,490,595,363,183,6,614,0,0,0,0.003,0.001,0.022,0.182,0.163,1.06,1.085,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-18.agents
