runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of classifying conflicts,runtime of building MDDs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
60.004,32547,64826,3541913,10159897,-1,754,736,742,17944,9220,1179,116,22032,0,0,0,0.081,0.005,0.9,4.857,4.13,53.618,54.644,0.012,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-22.agents
58.131,26076,50928,3157340,9487315,816,816,785,791,17795,7395,1566,952,16163,0,0,0,0.057,0.014,0.759,7.045,5.415,49.821,50.699,0.013,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-23.agents
60.001,24934,47869,2857349,9086549,-1,899,884,889,13539,13744,1143,804,9243,0,0,0,0.054,0.01,0.724,9.572,6.717,49.227,50.051,0.013,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-24.agents
60.003,26977,53841,2753216,9496943,-1,885,859,868,11506,2183,488,93,24213,0,0,0,0.042,0.028,0.827,8.181,6.219,50.493,51.44,0.013,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-26.agents
60.001,25766,50838,3222854,9312041,-1,857,824,832,10854,4791,751,20,20204,0,0,0,0.052,0.023,0.793,10.246,8.125,48.455,49.345,0.013,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-27.agents
60.002,26406,52579,3724668,10237023,-1,703,683,689,13289,4320,1997,3,20086,0,0,0,0.07,0.055,0.753,9.837,7.425,48.823,49.677,0.012,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-28.agents
60.001,24963,48131,2887581,8920947,-1,781,755,761,14660,8726,2387,535,13315,0,0,0,0.079,0.022,0.885,9.751,7.458,48.726,49.713,0.015,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-29.agents
6.077,2308,4462,252708,859152,834,834,816,819,2106,1740,39,23,506,0,0,0,0.013,0,0.077,0.8,0.673,5.119,5.208,0.021,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-30.agents
18.201,7588,15126,785923,2645387,807,807,786,795,5856,1940,533,12,5103,0,0,0,0.021,0.012,0.277,3.067,1.967,14.649,14.962,0.013,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-31.agents
60.003,22886,44422,2970193,8403987,-1,827,810,814,14183,12711,1569,1473,7133,0,0,0,0.057,0.013,0.757,10.191,7.333,48.549,49.397,0.013,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-32.agents
60.001,25326,49232,2698578,8996023,-1,760,743,748,17619,14337,1378,303,9308,0,0,0,0.051,0.013,0.812,9.15,6.628,49.492,50.404,0.014,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-33.agents
60.001,23609,47048,3060716,9683203,-1,759,740,743,9095,2380,166,58,21005,0,0,0,0.069,0.013,0.897,8.616,7.427,49.892,50.914,0.013,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-34.agents
60.004,18883,37169,2698530,7107044,-1,813,778,784,7380,5877,602,134,12270,0,0,0,0.063,0.017,0.693,8.982,7.208,49.797,50.596,0.013,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-35.agents
60.001,22069,43439,3006789,9059670,-1,830,811,813,15457,10681,1296,577,9515,0,0,0,0.062,0.007,0.711,8.047,6.59,50.75,51.57,0.014,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-36.agents
60.006,20551,39062,2413247,7416138,-1,834,816,824,13852,13781,1065,276,5429,0,0,0,0.065,0.019,0.73,9.989,7.871,48.795,49.634,0.014,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-37.agents
60.003,22328,43599,2475651,7814275,-1,910,886,893,14172,12025,1454,716,8133,0,0,0,0.07,0.017,0.757,12.717,10.703,45.987,46.844,0.014,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-38.agents
60.002,21143,41192,3311593,8945252,-1,854,835,838,7562,6570,526,354,13693,0,0,0,0.056,0.011,0.739,9.587,7.654,49.176,49.993,0.014,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-40.agents
60.001,22691,44850,2840816,8700497,-1,824,794,801,7281,754,1084,37,20816,0,0,0,0.065,0.026,0.991,8.807,6.979,49.565,50.695,0.013,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-41.agents
60.004,18160,34583,2277520,6951951,-1,828,809,813,10966,8575,3115,118,6352,0,0,0,0.069,0.007,0.794,8.821,7.158,49.83,50.736,0.015,Disjoint CG+R+C+T+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-42.agents
