runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of classifying conflicts,runtime of building MDDs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
60.003,27985,50651,3336093,9230481,-1,800,789,789,19844,27985,0,0,0,0,0,0,0,0,0.966,2.595,2.409,55.571,56.605,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-0.agents
60.002,29592,55985,3579647,10126763,-1,753,732,732,17878,29592,0,0,0,0,0,0,0,0,0.949,3.429,3.206,54.649,55.683,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-1.agents
60.001,29336,56292,3520053,10428904,-1,798,784,784,14491,29336,0,0,0,0,0,0,0,0,0.862,3.973,3.791,54.206,55.15,0.012,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-2.agents
60.006,30576,58325,3372363,10514495,-1,835,821,821,12721,30576,0,0,0,0,0,0,0,0,0.891,3.391,3.24,54.765,55.739,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-3.agents
60.007,14483,28830,5992228,11397831,-1,792,780,780,9541,14483,0,0,0,0,0,0,0,0,0.401,6.484,8.464,49.761,50.197,0.014,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-4.agents
60.001,34941,64417,2948994,9134218,-1,785,767,767,17528,34941,0,0,0,0,0,0,0,0,1.099,2.402,2.455,55.293,56.491,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-5.agents
60.002,28704,54731,3774046,10804470,-1,815,796,796,13489,28704,0,0,0,0,0,0,0,0,0.777,4.149,4.126,53.913,54.772,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-6.agents
60.002,29310,57035,3366108,10875587,-1,844,826,826,13380,29310,0,0,0,0,0,0,0,0,0.894,2.945,2.672,55.334,56.306,0.015,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-7.agents
60.001,20680,39927,4320954,10837191,-1,827,810,810,12219,20680,0,0,0,0,0,0,0,0,0.703,5.297,6.276,51.833,52.608,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-8.agents
60.002,34449,66693,2519602,9129337,-1,813,798,798,19070,34449,0,0,0,0,0,0,0,0,1.039,3.072,3.092,54.673,55.82,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-9.agents
60.001,30887,60686,3793942,9960650,-1,798,776,776,7715,30887,0,0,0,0,0,0,0,0,0.783,5.423,5.782,52.064,52.945,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-10.agents
60.001,30324,58644,3454855,10411139,-1,812,786,786,11224,30324,0,0,0,0,0,0,0,0,0.963,2.831,3.073,54.834,55.883,0.014,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-11.agents
60.003,35898,69919,2705495,9728144,-1,759,740,740,13083,35898,0,0,0,0,0,0,0,0,1.075,2.141,2.402,55.377,56.561,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-12.agents
60.001,27692,52679,3534451,10118060,-1,876,861,861,15318,27692,0,0,0,0,0,0,0,0,0.972,2.963,3.115,54.804,55.853,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-13.agents
60.002,37820,68781,3092352,9603888,-1,718,706,706,15002,37820,0,0,0,0,0,0,0,0,1.048,3.406,3.043,54.515,55.65,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-14.agents
60.002,30914,61045,3945936,10563324,-1,723,713,713,10973,30914,0,0,0,0,0,0,0,0,0.749,4.238,4.46,53.624,54.434,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-15.agents
60.003,30400,58813,2966270,9699909,-1,860,842,842,13608,30400,0,0,0,0,0,0,0,0,0.934,3.529,3.457,54.487,55.519,0.012,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-16.agents
60.002,34195,67295,3215368,10536260,-1,736,723,723,16129,34195,0,0,0,0,0,0,0,0,0.946,3.654,3.501,54.385,55.418,0.012,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-17.agents
60.001,26188,50717,2969790,9989414,-1,836,819,819,19798,26188,0,0,0,0,0,0,0,0,0.996,3.345,3.173,54.66,55.741,0.016,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-18.agents
60.002,30832,59238,3269660,10389161,-1,889,872,872,11480,30832,0,0,0,0,0,0,0,0,0.833,3.992,3.769,54.14,55.033,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-19.agents
60.001,24580,48531,4021616,10688394,-1,808,789,789,9313,24580,0,0,0,0,0,0,0,0,0.707,6.85,6.281,51.492,52.258,0.015,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-20.agents
60.002,32111,60101,3072835,9597297,-1,828,804,804,14200,32111,0,0,0,0,0,0,0,0,1.059,2.453,2.795,54.918,56.056,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-21.agents
60.001,37227,69147,2891915,8943141,-1,747,736,736,19622,37227,0,0,0,0,0,0,0,0,0.949,2.841,2.911,54.966,56.019,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-22.agents
60.002,36195,68777,2954867,9491013,-1,811,785,785,12629,36195,0,0,0,0,0,0,0,0,1.062,2.797,2.945,54.765,55.92,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-23.agents
60.003,28069,52485,3219460,10639187,-1,895,884,884,13396,28069,0,0,0,0,0,0,0,0,0.904,2.953,2.968,54.883,55.885,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-24.agents
60.001,28325,55517,3148749,9773722,-1,882,865,865,13815,28325,0,0,0,0,0,0,0,0,0.942,3.313,3.571,54.36,55.384,0.014,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-25.agents
60.001,30869,60627,3055055,10354113,-1,879,859,859,13931,30869,0,0,0,0,0,0,0,0,0.9,3.567,3.45,54.5,55.488,0.014,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-26.agents
60.001,29236,55266,3177709,9316658,-1,853,824,824,15120,29236,0,0,0,0,0,0,0,0,0.939,3.79,3.884,53.917,54.938,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-27.agents
60.001,38516,69486,3539453,9457627,-1,700,683,683,14335,38516,0,0,0,0,0,0,0,0,1.02,2.384,2.665,55.129,56.234,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-28.agents
60.001,31467,60390,2971738,9453694,-1,775,755,755,14811,31467,0,0,0,0,0,0,0,0,1.028,3.011,3.207,54.468,55.602,0.014,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-29.agents
60.002,29141,53617,3160602,9547146,-1,832,816,816,14470,29141,0,0,0,0,0,0,0,0,0.787,3.397,3.488,54.702,55.578,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-30.agents
60.001,27519,52632,3183504,9476080,-1,804,786,786,14735,27519,0,0,0,0,0,0,0,0,0.906,3.504,3.22,54.672,55.672,0.016,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-31.agents
60.002,29492,56701,2931163,8547892,-1,824,810,810,9511,29492,0,0,0,0,0,0,0,0,0.946,3.317,3.441,54.515,55.564,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-32.agents
60.002,29790,55089,3435057,9626389,-1,757,743,743,13198,29790,0,0,0,0,0,0,0,0,0.872,3.267,3.277,54.701,55.659,0.014,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-33.agents
60.001,33346,65057,2716887,9175874,-1,753,740,740,13707,33346,0,0,0,0,0,0,0,0,1.143,2.793,2.681,54.872,56.136,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-34.agents
60.003,33136,63366,3290083,9050293,-1,796,778,778,10122,33136,0,0,0,0,0,0,0,0,0.946,3.03,3.33,54.507,55.551,0.014,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-35.agents
60.004,29216,58052,3378273,9725410,-1,823,811,811,8888,29216,0,0,0,0,0,0,0,0,0.791,3.974,3.815,54.28,55.151,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-36.agents
60.001,24132,45523,2683054,8201707,-1,832,816,816,12952,24132,0,0,0,0,0,0,0,0,1.012,4.176,4.042,53.76,54.872,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-37.agents
60.001,23060,44690,2779318,8225154,-1,902,886,886,9779,23060,0,0,0,0,0,0,0,0,0.888,3.465,3.626,54.32,55.301,0.014,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-38.agents
60.001,22851,44408,3225716,9287904,-1,835,820,820,17559,22851,0,0,0,0,0,0,0,0,0.985,4.12,4.021,53.848,54.913,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-39.agents
60.001,28832,54756,3160850,9375774,-1,845,835,835,11068,28832,0,0,0,0,0,0,0,0,0.968,2.768,2.961,54.954,56.013,0.011,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-40.agents
60.002,33114,63153,2840393,8882182,-1,818,794,794,11969,33114,0,0,0,0,0,0,0,0,1.097,2.88,2.778,54.812,56.006,0.016,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-41.agents
60.001,25395,48896,2932742,9223536,-1,825,809,809,13195,25395,0,0,0,0,0,0,0,0,0.977,3.803,3.564,54.207,55.273,0.013,Disjoint ICBS+BP with SIPP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-42.agents
