runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of classifying conflicts,runtime of building MDDs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
10.886,5068,10083,695989,2198339,807,807,786,801,3421,1140,323,0,3605,13937,2208,1623,2.135,0.186,0.144,1.084,1.069,6.206,7.408,0.019,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-31.agents
300.009,112771,213667,19427824,48833244,-1,828,810,828,48382,62501,10022,12736,27512,313000,83740,21321,84.157,5.52,2.763,36.827,30.493,143.765,170.847,0.023,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-32.agents
300.006,138503,266665,16191693,46687488,-1,761,743,761,55064,100773,8602,432,28696,338013,96016,18795,65.64,6.455,3.218,31.749,27.031,161.64,194.647,0.019,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-33.agents
300.267,125950,251281,21939826,58605542,-1,761,740,761,41454,19727,1604,173,104446,434127,92890,89032,83.825,5.613,3.418,30.658,33.747,152.209,178.767,0.019,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-34.agents
300.008,129514,255278,30416308,65886691,-1,813,778,813,29654,32024,5903,2250,89337,239081,92503,49300,74.798,6.075,2.922,24.559,23.116,165.941,193.39,0.019,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-35.agents
300.01,129164,251987,22109204,63176353,-1,830,811,830,81570,77915,3798,2267,45184,249880,62137,9665,48.746,5.845,3.339,30.123,28.34,179.685,214.031,0.021,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-36.agents
300.015,128948,248957,18771086,56326701,-1,835,816,835,88066,68401,7636,837,52074,357803,54309,64981,62.32,5.552,3.683,37.269,35.785,160.324,192.151,0.018,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-37.agents
300.018,108031,203489,15725431,41971477,-1,910,886,910,46633,72987,4040,3073,27931,286667,92029,13850,71.413,5.467,2.632,41.949,36.165,149.219,179.098,0.02,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-38.agents
14.858,4925,9616,2213602,3954694,840,840,820,830,2065,639,107,0,4179,9842,1935,1573,3.532,0.196,0.15,1.229,1.241,8.703,9.844,0.018,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-39.agents
300.006,110957,212263,24633348,62558559,-1,855,835,855,54832,63914,4160,2332,40551,321523,80685,10542,73.223,4.985,2.766,42.348,38.091,148.996,176.087,0.018,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-40.agents
300.016,118882,234001,26654449,62299123,-1,825,794,825,45172,6936,7945,0,104001,343432,99403,195720,79.537,5.741,3.758,27.166,31.173,156.989,185.889,0.02,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-41.agents
300.012,124847,237899,22684134,58911296,-1,829,809,829,54201,76732,12522,251,35342,308108,55061,36244,52.689,5.411,3.262,34.428,31.507,173.132,205.729,0.02,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-42.agents
300.932,85153,170083,14546384,44876230,-1,862,845,862,48913,13833,2750,61,68509,329168,58394,14559,107.126,3.963,2.93,31.815,33.746,133.932,156.882,0.019,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-43.agents
3.08,1337,2553,119035,399851,741,741,729,737,831,991,88,2,256,3120,1219,81,0.692,0.068,0.035,0.331,0.256,1.555,1.914,0.023,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-44.agents
22.736,7219,14064,1117387,3376015,845,845,824,831,4589,2611,264,12,4332,27758,6123,2182,8.439,0.354,0.23,2.308,2.16,9.533,11.466,0.019,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-45.agents
300.012,100645,200976,31372027,74379634,-1,902,864,902,25584,15225,3464,0,81956,195753,53403,135618,75.523,4.6,2.953,27.812,30.743,165.091,190.248,0.019,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-46.agents
120.597,43066,83036,6815755,20549596,864,864,843,864,31020,25379,3637,7,14043,123810,25655,8857,25.495,2.028,1.37,14.635,12.818,64.711,77.378,0.019,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-47.agents
300.007,126280,252565,25256309,74572110,-1,876,848,876,59461,1115,2044,0,123121,181712,43300,191912,46.013,5.494,3.8,17.631,18.191,192.678,229.502,0.019,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-48.agents
40.829,15635,30729,2938311,7947064,842,842,821,823,6775,7431,504,57,7643,33468,9274,107,10.49,0.764,0.433,4.314,4.36,21.182,25.051,0.018,Disjoint WDG+R+C+T+BP,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-49.agents
