runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of classifying conflicts,runtime of building MDDs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
60.002,46276,89210,5266791,14514021,-1,801,789,789,20039,46276,0,0,0,0,0,0,0,0,1.303,3.637,3.445,53.749,55.158,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-0.agents
60.003,42680,80681,6985343,17245420,-1,754,732,732,21521,42680,0,0,0,0,0,0,0,0,1.183,4.408,4.341,52.946,54.243,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-1.agents
60.002,36763,72240,7496873,18736424,-1,799,784,784,17089,36763,0,0,0,0,0,0,0,0,1.007,6.815,6.749,50.619,51.717,0.014,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-2.agents
60.001,42820,80520,6404208,16588320,-1,835,821,821,16012,42820,0,0,0,0,0,0,0,0,1.069,4.874,4.683,52.717,53.888,0.012,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-3.agents
60.001,15689,31189,13435533,25184069,-1,793,780,780,8002,15689,0,0,0,0,0,0,0,0,0.392,11.266,14.316,43.293,43.73,0.015,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-4.agents
60.004,46519,86053,5066672,13538771,-1,785,767,767,22269,46519,0,0,0,0,0,0,0,0,1.428,3.282,3.274,53.812,55.35,0.014,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-5.agents
60.001,38802,74573,7487059,17993892,-1,815,796,796,18646,38802,0,0,0,0,0,0,0,0,1.035,5.622,5.641,51.774,52.912,0.014,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-6.agents
60.002,35050,67947,7118569,18190246,-1,846,826,826,17280,35050,0,0,0,0,0,0,0,0,1.172,5.321,5.219,52.058,53.323,0.016,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-7.agents
60.005,31589,60635,7727835,19260286,-1,827,810,810,18521,31589,0,0,0,0,0,0,0,0,0.991,7.651,8.414,48.873,49.959,0.014,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-8.agents
60.001,45283,87086,4553999,14296525,-1,814,798,798,19715,45283,0,0,0,0,0,0,0,0,1.212,5.071,4.911,52.295,53.625,0.014,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-9.agents
60.003,41594,81990,6440729,17345423,-1,796,776,776,12272,41594,0,0,0,0,0,0,0,0,1.18,6.337,6.679,50.433,51.709,0.014,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-10.agents
60.002,39655,76898,6774123,16698949,-1,812,786,786,17563,39655,0,0,0,0,0,0,0,0,1.409,3.944,4.426,52.517,54.027,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-11.agents
60.001,49422,96463,4512525,13301641,-1,760,740,740,14778,49422,0,0,0,0,0,0,0,0,1.368,3.119,3.387,53.719,55.199,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-12.agents
60.001,39597,77332,6258549,16232537,-1,876,861,861,17416,39597,0,0,0,0,0,0,0,0,1.233,4.461,4.837,52.412,53.738,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-13.agents
60.001,50092,92052,6424598,14646504,-1,719,706,706,17521,50092,0,0,0,0,0,0,0,0,1.247,3.708,3.331,53.853,55.195,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-14.agents
60.001,44649,88283,7281593,20532011,-1,723,713,713,13972,44649,0,0,0,0,0,0,0,0,1.083,5.697,6.031,51.246,52.431,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-15.agents
60.001,44227,84601,5200107,14759706,-1,859,842,842,18545,44227,0,0,0,0,0,0,0,0,1.219,4.237,4.018,53.222,54.552,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-16.agents
60.002,46358,91491,6000492,16957232,-1,737,723,723,21082,46358,0,0,0,0,0,0,0,0,1.3,5.027,4.886,52.315,53.717,0.012,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-17.agents
60.001,36881,71297,5077038,15421263,-1,836,819,819,25094,36881,0,0,0,0,0,0,0,0,1.251,4.737,4.44,52.679,54.029,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-18.agents
60.001,41526,80892,4928422,14561579,-1,890,872,872,26549,41526,0,0,0,0,0,0,0,0,1.208,4.395,4.332,52.909,54.219,0.012,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-19.agents
60.003,36118,71171,7105455,18246757,-1,809,789,789,14072,36118,0,0,0,0,0,0,0,0,1.025,8.024,7.588,49.455,50.57,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-20.agents
60.002,43161,80540,5160992,13544561,-1,828,804,804,19674,43161,0,0,0,0,0,0,0,0,1.373,3.279,3.681,53.43,54.906,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-21.agents
60.001,47349,88553,4534414,13997273,-1,747,736,736,26136,47349,0,0,0,0,0,0,0,0,1.162,3.685,3.722,53.711,54.979,0.014,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-22.agents
60.001,47440,85448,5799905,14129717,-1,811,785,785,14846,47440,0,0,0,0,0,0,0,0,1.17,3.704,3.947,53.342,54.605,0.012,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-23.agents
60.002,38005,70858,6068437,16281517,-1,894,884,884,19403,38005,0,0,0,0,0,0,0,0,1.22,3.994,4.052,53.253,54.581,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-24.agents
60.001,41318,81124,5454811,14591222,-1,882,865,865,17024,41318,0,0,0,0,0,0,0,0,1.258,4.154,4.356,52.814,54.175,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-25.agents
60.001,40343,79013,5484555,15436347,-1,880,859,859,19904,40343,0,0,0,0,0,0,0,0,1.161,4.84,4.642,52.653,53.94,0.014,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-26.agents
60.001,39382,74933,6304583,15699210,-1,852,824,824,17967,39382,0,0,0,0,0,0,0,0,1.143,4.825,5.155,52.143,53.379,0.012,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-27.agents
60.001,52135,93322,6977554,14343702,-1,700,683,683,17876,52135,0,0,0,0,0,0,0,0,1.341,2.736,2.966,54.264,55.705,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-28.agents
60.002,43211,82855,5092030,14146587,-1,776,755,755,16948,43211,0,0,0,0,0,0,0,0,1.328,4.15,4.412,52.609,54.055,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-29.agents
60.002,41394,76471,6153852,15944029,-1,833,816,816,17525,41394,0,0,0,0,0,0,0,0,0.99,4.792,4.931,52.7,53.803,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-30.agents
60.004,35823,68835,5619984,14950351,-1,804,786,786,23259,35823,0,0,0,0,0,0,0,0,1.249,4.656,4.377,52.811,54.178,0.014,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-31.agents
60.001,44083,84232,6467282,15839153,-1,824,810,810,10495,44083,0,0,0,0,0,0,0,0,1.117,4.489,4.631,52.799,54.021,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-32.agents
60.001,40213,74884,6843387,16040029,-1,758,743,743,16630,40213,0,0,0,0,0,0,0,0,1.162,4.31,4.432,52.847,54.135,0.015,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-33.agents
60.001,47066,91058,5206255,13223400,-1,753,740,740,15123,47066,0,0,0,0,0,0,0,0,1.543,3.28,3.077,53.719,55.391,0.013,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-34.agents
60.002,41868,80015,6741197,14709973,-1,797,778,778,13786,41868,0,0,0,0,0,0,0,0,1.257,4.135,4.464,52.634,54.016,0.018,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-35.agents
60.001,43618,86496,5268961,15411464,-1,824,811,811,11310,43618,0,0,0,0,0,0,0,0,1.243,5.191,5.096,52.071,53.42,0.017,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-36.agents
60.007,31336,58691,4737150,12533452,-1,832,816,816,15683,31336,0,0,0,0,0,0,0,0,1.209,5.076,4.937,52.244,53.584,0.015,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-37.agents
60.001,35090,68282,5477380,14733240,-1,902,886,886,16241,35090,0,0,0,0,0,0,0,0,1.218,4.821,4.934,52.283,53.628,0.014,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-38.agents
60.001,30953,60236,5761199,15245930,-1,835,820,820,23808,30953,0,0,0,0,0,0,0,0,1.237,5.079,4.805,52.474,53.817,0.016,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-39.agents
60.001,39479,76030,5882042,14878787,-1,847,835,835,14788,39479,0,0,0,0,0,0,0,0,1.341,4,4.273,52.681,54.126,0.021,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-40.agents
60.001,43403,82321,5040945,13589505,-1,820,794,794,20669,43403,0,0,0,0,0,0,0,0,1.447,3.919,3.817,53.123,54.685,0.015,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-41.agents
60.001,31127,60493,4210227,11355055,-1,825,809,809,11161,31127,0,0,0,0,0,0,0,0,1.279,4.733,4.312,52.795,54.23,0.016,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-42.agents
60.001,31689,57665,4004321,10264993,-1,859,845,845,17410,31689,0,0,0,0,0,0,0,0,1.387,3.176,3.769,53.192,54.712,0.015,Disjoint ICBS+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-60agents-43.agents
