runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of classifying conflicts,runtime of building MDDs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
19.024,255,491,4418425,5279053,9336,9336,9324,9330,7,254,1,0,0,0,0,0,0.003,0.053,0.041,3.196,1.272,15.496,15.538,0.995,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\dao_maps\lak503d\lak503dmap-80agents-1.agents
16.613,610,1221,1813626,4424115,8868,8868,8853,8860,35,604,5,0,1,0,0,0,0.015,0.069,0.091,5.137,4.668,11.056,11.151,1.116,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\dao_maps\lak503d\lak503dmap-80agents-4.agents
7.041,254,508,589210,1217277,8372,8372,8361,8368,65,183,67,0,4,0,0,0,0.003,0.021,0.029,2.821,0.7,3.965,3.995,0.933,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\dao_maps\lak503d\lak503dmap-80agents-5.agents
22.659,1443,2886,1085492,3175506,9547,9547,9531,9541,11,1436,7,0,0,0,0,0,0.048,1.317,0.176,3.971,2.592,16.882,17.062,0.969,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\dao_maps\lak503d\lak503dmap-80agents-6.agents
1.497,54,108,85869,251880,8256,8256,8246,8253,7,50,3,0,1,0,0,0,0,0.004,0.007,0.607,0.181,0.667,0.672,0.962,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\dao_maps\lak503d\lak503dmap-80agents-9.agents
24.814,1078,2147,1541922,4410854,11345,11345,11329,11340,18,1047,30,0,1,0,0,0,0.035,1.822,0.153,5.831,3.103,16.653,16.808,0.932,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\dao_maps\lak503d\lak503dmap-80agents-10.agents
1.067,35,71,77921,226281,8783,8783,8774,8779,25,33,1,0,1,0,0,0,0,0.002,0.011,0.152,0.144,0.669,0.678,1.01,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\dao_maps\lak503d\lak503dmap-80agents-11.agents
4.82,241,481,253444,705832,9547,9547,9532,9538,16,229,11,0,1,0,0,0,0.002,0.063,0.03,1.196,0.795,3.248,3.277,0.969,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\dao_maps\lak503d\lak503dmap-80agents-12.agents
0.732,17,34,39879,129498,9097,9097,9088,9093,12,11,3,0,3,0,0,0,0,0.001,0.007,0.087,0.076,0.361,0.365,1.019,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\dao_maps\lak503d\lak503dmap-80agents-13.agents
4.198,158,316,535235,1285856,9263,9263,9252,9258,20,155,3,0,0,0,0,0,0.001,0.012,0.024,1.056,0.914,2.867,2.89,0.909,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\dao_maps\lak503d\lak503dmap-80agents-15.agents
6.391,298,597,554496,1316030,8962,8962,8939,8946,6,291,4,0,3,0,0,0,0.004,0.063,0.033,1.907,1.435,4.15,4.182,0.889,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\dao_maps\lak503d\lak503dmap-80agents-16.agents
0.522,8,17,20453,81852,8847,8847,8841,8844,20,6,0,0,2,0,0,0,0,0.001,0.005,0.058,0.058,0.221,0.223,0.941,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\dao_maps\lak503d\lak503dmap-80agents-18.agents
0.532,16,32,24455,94033,8481,8481,8472,8479,11,14,1,0,1,0,0,0,0,0.003,0.004,0.091,0.065,0.223,0.225,1.074,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\dao_maps\lak503d\lak503dmap-80agents-19.agents
